title,release_date,rating,imdb_id,tmbd_id,runtime,genres,budget,revenue
2012: Ice Age,2011-06-27,PG,tt1846444,59722,91.0,"[['Action', 'Adventure', 'Science Fiction']]",0,0
The Best and the Brightest,2010-01-01,R,tt1438251,59419,93.0,[['Comedy']],0,0
A Walk in My Shoes,2010-12-03,PG,tt1698520,59257,95.0,[['Drama']],0,0
Battle of Los Angeles,2011-03-10,PG-13,tt1758570,59197,91.0,"[['Science Fiction', 'Thriller']]",0,0
Quarantine 2: Terminal,2011-06-16,R,tt1699231,59115,86.0,"[['Horror', 'Mystery', 'Science Fiction']]",4000000,0
Kalamity,2010-10-22,R,tt1109594,59111,100.0,"[['Mystery', 'Thriller']]",2000000,0
Girl Walks Into a Bar,2011-03-07,R,tt1682246,59006,80.0,[['Comedy']],1000000,0
What Would Jesus Do?,2010-05-22,PG,tt1430131,58913,94.0,[['Family']],0,0
Sympathy for Delicious,2011-04-29,R,tt1270277,58884,96.0,[['Drama']],0,0
BreadCrumbs,2011-01-25,R,tt1219822,58792,88.0,"[['Horror', 'Thriller']]",0,0
Sniper: Reloaded,2011-04-26,R,tt1571243,58767,91.0,"[['War', 'Action', 'Thriller', 'Drama']]",0,0
Mob Rules,2011-05-17,R,tt1217301,58730,97.0,"[['Action', 'Adventure', 'Thriller']]",200,0
Siren,2010-11-11,R,tt1548635,58718,86.0,[['Horror']],0,0
The Hit List,2011-04-02,R,tt1575694,58626,90.0,"[['Action', 'Thriller']]",6000000,0
Street Kings 2: Motor City,2011-07-15,R,tt1707687,58625,93.0,"[['Crime', 'Drama', 'Thriller']]",0,0
One Night Only at The Village Vanguard,2010-05-04,PG,tt1639407,58608,90.0,[['Music']],0,0
Daydream Nation,2011-05-06,R,tt1581835,58446,98.0,"[['Drama', 'Romance']]",0,0
Blue Crush 2,2011-06-07,PG-13,tt1630626,58443,113.0,"[['Adventure', 'Drama']]",7000000,0
My Girlfriend's Back,2010-01-01,PG-13,tt1233328,58260,80.0,"[['Comedy', 'Romance']]",0,0
The Chameleon,2010-08-23,R,tt1359553,58258,106.0,"[['Drama', 'Mystery', 'Thriller']]",0,0
Mardi Gras: Spring Break,2011-09-23,R,tt1083462,58231,88.0,[['Comedy']],0,0
White Irish Drinkers,2011-03-25,R,tt1550524,58194,109.0,"[['Drama', 'Thriller']]",600000,0
Sins of the Mother,2010-02-21,PG,tt1518859,58103,90.0,[['Drama']],0,0
51,2011-02-26,R,tt1629439,57812,87.0,"[['Science Fiction', 'Horror']]",1000000,0
The Clinic,2010-10-10,R,tt1345772,57749,94.0,"[['Mystery', 'Horror', 'Thriller', 'Crime']]",0,0
Barbie: A Fairy Secret,2011-03-01,G,tt1800254,57737,72.0,"[['Animation', 'Family', 'Fantasy']]",0,0
Respire,2010-09-03,R,tt1458503,57733,90.0,"[['Thriller', 'Horror']]",0,0
Megamind: The Button of Doom,2011-02-25,PG,tt1847645,57718,16.0,"[['Animation', 'Action', 'Comedy', 'Family']]",0,0
"Mama, I Want to Sing!",2011-01-19,PG,tt0880569,57697,100.0,[[]],5000000,0
Elephant White,2011-05-17,R,tt1578882,57585,91.0,"[['Action', 'Thriller', 'Fantasy', 'Crime']]",10000000,0
Craig Ferguson: Does This Need to Be Said?,2011-02-19,R,tt1831617,57573,65.0,[['Comedy']],0,0
First Dog,2010-10-22,PG,tt1400335,57517,90.0,"[['Family', 'Comedy', 'Drama']]",6000000,0
Changing the Game,2012-12-31,R,tt1569931,57509,0.0,"[['Drama', 'Action']]",500,0
The Ascension,2011-11-30,R,tt1067062,57503,93.0,"[['Drama', 'Horror']]",0,0
Africa United,2010-10-22,PG-13,tt1429313,57393,88.0,"[['Drama', 'Action', 'Comedy']]",0,0
Cat Run,2011-04-01,R,tt1446147,57353,102.0,"[['Action', 'Comedy', 'Thriller']]",25000000,0
Magic Trip,2011-08-05,R,tt1235790,57211,107.0,"[['Documentary', 'Music']]",0,0
Angels Sing,2013-10-19,PG,tt1833888,57210,87.0,"[['Comedy', 'Family', 'Drama']]",0,0
Trapped: Haitian Nights,2011-02-08,PG-13,tt1476428,57172,81.0,[['Thriller']],1,0
That's What I Am,2011-04-29,PG,tt1606180,57118,101.0,"[['Comedy', 'Drama']]",5000000,0
Costa Chica: Confession of an Exorcist,2011-01-18,R,tt0810811,57061,82.0,[['Horror']],1500000,0
Dirty Movie,2011-02-15,R,tt1107812,56965,91.0,[['Comedy']],1150000,0
Elle: A Modern Cinderella Tale,2011-04-26,G,tt1436372,56929,90.0,"[['Fantasy', 'Drama', 'Science Fiction', 'Family']]",250000,0
Sacrifice,2011-04-26,R,tt1630564,56913,100.0,[['Action']],6800000,0
Husk,2011-01-28,R,tt1504403,56906,83.0,"[['Horror', 'Thriller']]",0,0
Chasing Legends,2010-05-10,PG-13,tt1996211,56833,95.0,[['Documentary']],0,0
The Sunset Limited,2011-02-12,R,tt1510938,56831,90.0,"[['Drama', 'TV Movie']]",0,0
Elena Undone,2010-06-25,R,tt1575539,56743,111.0,"[['Drama', 'Romance']]",0,0
All Star Superman,2011-02-22,PG,tt1699114,56590,76.0,"[['Animation', 'Action', 'Adventure']]",3500000,0
River of Darkness,2011-03-29,R,tt1421049,56537,84.0,"[['Horror', 'Action', 'Thriller']]",0,0
The Violent Kind,2010-01-25,R,tt1472195,56529,89.0,[['Horror']],0,0
The Dogfather,2010-04-12,PG,tt1475549,56444,88.0,"[['Action', 'Family']]",0,0
Everyday Black Man,2011-02-01,R,tt1289397,56443,105.0,"[['Action', 'Drama']]",0,0
You Lucky Dog,2010-06-26,G,tt1509119,56410,87.0,"[['TV Movie', 'Family']]",0,0
The Scientist,2010-04-16,R,tt1311087,56320,87.0,"[['Drama', 'Science Fiction']]",0,0
Deuce of Spades,2010-06-01,G,tt1384586,56296,0.0,"[['Drama', 'Thriller', 'Mystery']]",25000,0
Reggie Watts: Why Shit So Crazy?,2010-07-01,R,tt1683941,56275,53.0,"[['Comedy', 'Music']]",0,0
Speed-Dating,2010-01-01,R,tt1343110,55879,98.0,"[['Comedy', 'Drama', 'Romance', 'Thriller']]",0,0
The Task,2011-01-28,R,tt1621446,55861,90.0,[['Horror']],0,0
ChromeSkull: Laid to Rest 2,2011-09-20,R,tt1792799,55723,93.0,[['Horror']],0,0
Virus X,2010-10-01,R,tt1509125,55662,85.0,"[['Drama', 'Thriller', 'Horror', 'Science Fiction']]",3500000,0
Dark Metropolis,2010-12-07,R,tt1825735,55463,86.0,[['Science Fiction']],0,0
Princess and the Pony,2011-01-25,PG,tt1757944,55190,88.0,"[['Drama', 'Family']]",17000,0
Nightmare Alley,2010-08-10,NC-17,tt1620557,55082,76.0,"[['Horror', 'Comedy']]",0,0
Psych:9,2010-05-07,R,tt0901504,55045,98.0,"[['Horror', 'Mystery', 'Thriller']]",5000000,0
The Way I See It,2010-09-25,G,tt2524628,55025,75.0,[['Documentary']],0,0
BluScenes: Waves of Tranquility,2010-11-23,G,,54889,72.0,[['Documentary']],0,0
BluScenes: Underwater Cozumel,2010-11-23,G,,54887,100.0,[['Documentary']],0,0
The Official 2010 FIFA World Cup Film in 3D,2010-11-16,G,tt1800395,54813,64.0,[['Documentary']],0,0
The Presence,2010-08-04,PG,tt1298594,54700,83.0,"[['Drama', 'Horror', 'Thriller']]",0,0
The Future,2011-07-29,R,tt1235170,54662,91.0,"[['Comedy', 'Drama']]",1000000,0
Blood Out,2011-04-25,R,tt1477675,54597,90.0,"[['Action', 'Adventure', 'Thriller', 'Drama']]",0,0
Minions: Orientation Day,2010-12-13,G,tt1830748,54559,4.0,"[['Animation', 'Comedy', 'Family']]",0,0
The Chaperone,2011-02-11,PG-13,tt1663187,54557,103.0,"[['Comedy', 'Family', 'Action']]",0,0
Minions: Home Makeover,2010-12-13,G,tt1830633,54553,5.0,"[['Animation', 'Comedy', 'Family']]",0,0
Banana,2010-12-13,G,tt1814643,54551,4.0,"[['Animation', 'Comedy', 'Family']]",0,0
Beverly Hills Chihuahua 2,2011-02-01,G,tt1482393,54540,84.0,"[['Comedy', 'Family']]",12000000,0
Stonerville,2011-01-11,R,tt1510909,54497,89.0,"[['Comedy', 'Romance']]",400000,0
Main Street,2010-10-21,PG,tt1365483,54469,92.0,"[['Drama', 'Romance']]",10000000,0
S.W.A.T.: Firefight,2011-03-01,R,tt1621429,54445,89.0,"[['Action', 'Crime', 'Thriller']]",8000000,0
Sinbad: The Fifth Voyage,2014-02-07,PG-13,tt1403862,54415,89.0,"[['Fantasy', 'Family', 'Adventure']]",0,0
The Big Bang,2011-01-17,R,tt1307873,54271,101.0,"[['Action', 'Mystery', 'Thriller']]",17000000,0
Immigration Tango,2010-04-17,R,tt1415269,54105,92.0,"[['Comedy', 'Romance']]",0,0
Born of Earth,2011-09-13,R,tt1132438,54101,80.0,"[['Horror', 'Thriller', 'Science Fiction']]",0,0
Killing Bono,2011-04-01,R,tt1535101,54093,115.0,"[['Comedy', 'Drama']]",0,0
Choose,2011-01-17,R,tt1325723,54075,83.0,"[['Crime', 'Drama', 'Horror', 'Thriller']]",0,0
Strongman,2011-01-25,PG-13,tt1336011,53437,0.0,[['Documentary']],0,0
Fubar II,2010-10-01,R,tt1555747,53358,85.0,[['Comedy']],0,0
Bringing Up Bobby,2011-11-25,PG-13,tt1656170,53100,95.0,[['Comedy']],0,0
Aquarius: The Age of Evil,2011-09-12,G,,52931,138.0,[['Documentary']],0,0
Monster Mutt,2011-01-04,PG,tt1468727,52643,90.0,"[['Family', 'Science Fiction', 'Comedy']]",0,0
Waiting for Forever,2010-02-10,PG-13,tt1296898,52338,94.0,"[['Drama', 'Romance']]",0,0
Hard Breakers,2010-01-01,R,tt1220627,52306,98.0,[['Comedy']],0,0
The Dog Who Saved Christmas Vacation,2010-12-07,PG,tt1691012,52268,89.0,"[['Comedy', 'Family']]",0,0
Christmas Cupid,2010-12-12,G,tt1699746,52060,85.0,"[['TV Movie', 'Fantasy', 'Comedy', 'Romance', 'Family']]",0,0
"Ultramarines: A Warhammer 40,000 Movie",2010-12-10,R,tt1679332,52010,76.0,"[['Animation', 'Science Fiction']]",0,0
Citadel,2012-03-11,R,tt1641975,52001,85.0,"[['Drama', 'Horror', 'Thriller']]",0,0
Industrial Light & Magic: Creating the Impossible,2010-11-14,PG,tt1657302,51904,60.0,[['Documentary']],0,0
Miss Nobody,2010-06-10,R,tt1129427,51875,86.0,"[['Crime', 'Comedy']]",0,0
Death Race 2,2010-11-12,R,tt1500491,51620,96.0,"[['Action', 'Thriller', 'Science Fiction']]",7000000,0
Chasing 3000,2010-07-16,PG,tt0483586,51597,115.0,[['Drama']],0,0
Dear Mr. Gacy,2010-05-10,R,tt1371117,51512,103.0,"[['Crime', 'Drama', 'Thriller']]",0,0
On the Inside,2011-12-31,R,tt1260365,51490,95.0,"[['Drama', 'Thriller']]",4000000,0
Delhi Safari,2012-10-19,PG,tt1172587,51485,90.0,"[['Animation', 'Comedy', 'Family']]",0,0
Mean Girls 2,2011-01-23,PG-13,tt1679235,51481,96.0,[['Comedy']],0,0
Brotherhood,2010-01-01,R,tt1273241,51462,79.0,"[['Drama', 'Action', 'Thriller']]",0,0
"Gigi, God's Little Princess",2012-08-08,G,tt0491549,51399,0.0,"[['Drama', 'Family']]",0,0
Life Cycles,2010-10-02,PG,tt1828232,51299,47.0,[['Documentary']],0,0
National Lampoon's The Legend of Awesomest Maximus,2011-08-05,R,tt1059887,51261,87.0,[['Comedy']],0,0
Gun,2010-06-10,R,tt1560954,51250,81.0,"[['Action', 'Thriller', 'Crime']]",10000000,0
11-11-11,2011-11-11,PG-13,tt1712159,51248,90.0,"[['Horror', 'Thriller']]",0,0
形影不离,2012-05-04,PG-13,tt1032763,51245,97.0,"[['Drama', 'Mystery']]",0,0
Open Season 3,2010-01-25,PG,tt1646926,51170,75.0,"[['Adventure', 'Animation', 'Family', 'Comedy']]",0,0
Arthur Christmas,2011-11-10,PG,tt1430607,51052,97.0,"[['Drama', 'Animation', 'Family', 'Comedy']]",10000000,0
Lure: Teen Fight Club,2010-11-16,PG-13,tt1196197,51021,93.0,"[['Action', 'Drama', 'Crime']]",3000000,0
Ticking Clock,2011-01-04,R,tt1519664,50765,101.0,"[['Action', 'Thriller', 'Science Fiction', 'Mystery']]",6000000,0
Grave Encounters,2011-09-09,R,tt1703199,50698,92.0,"[['Thriller', 'Horror']]",1000000,0
The Resident,2011-02-10,R,tt1334102,50671,91.0,"[['Thriller', 'Mystery']]",20000000,0
A Nanny for Christmas,2010-11-23,G,tt1572008,50652,88.0,"[['Comedy', 'Family', 'TV Movie']]",2000000,0
Ghosts Don't Exist,2010-01-01,R,tt1285219,50606,99.0,"[['Horror', 'Thriller']]",250000,0
Dark Woods,2010-03-06,R,tt1308754,50604,103.0,"[['Drama', 'Horror', 'Thriller']]",1000000,0
Norman,2010-06-11,R,tt1247683,50590,97.0,"[['Comedy', 'Drama']]",0,0
Avalon High,2011-01-28,G,tt1614950,50479,91.0,"[['TV Movie', 'Drama', 'Family', 'Fantasy']]",0,0
Countdown to Zero,2010-01-25,PG,tt1572769,50420,91.0,[['Documentary']],271323,0
Kung Fu Panda Holiday,2010-11-26,G,tt1702433,50393,21.0,"[['Animation', 'Family', 'TV Movie']]",0,0
Jethro: I Told It My Way,2010-11-22,PG-13,tt1861357,50367,65.0,[['Comedy']],0,0
Lee Mack: Going Out Live,2010-11-22,PG-13,tt2170475,50354,60.0,[['Comedy']],0,0
Firebreather,2010-11-24,PG,tt1782440,50337,90.0,"[['Adventure', 'Fantasy', 'Animation', 'Action', 'Thriller', 'Science Fiction', 'Family']]",0,0
House of Bones,2010-01-16,R,tt1334536,50288,90.0,[['Horror']],0,0
Beyond the Black Rainbow,2010-12-03,R,tt1534085,50037,110.0,"[['Fantasy', 'Science Fiction', 'Horror']]",1100000,0
Flying Lessons,2010-02-04,R,tt1210059,50026,104.0,[['Drama']],0,0
Dead Awake,2010-12-03,R,tt1501652,50023,92.0,"[['Fantasy', 'Mystery', 'Thriller', 'Romance']]",3500000,0
Transparency,2010-04-16,R,tt1479398,49840,96.0,"[['Action', 'Thriller']]",2000000,0
The Reef,2010-05-15,R,tt1320291,49787,94.0,"[['Drama', 'Horror', 'Thriller']]",0,0
Kid Racer,2010-06-01,PG,tt1715823,49756,91.0,[['Comedy']],0,0
Rhod Gilbert and The Cat That Looked Like Nicholas Lyndhurst,2010-11-15,R,tt3253522,49638,84.0,[['Comedy']],0,0
Snowblind,2010-11-11,PG-13,tt1578709,49594,92.0,[['Western']],300000,0
Forgive Me For Raping You,2010-10-19,R,tt1781816,49433,109.0,[['Thriller']],0,0
Care Bears: The Giving Festival,2010-11-02,G,tt1767295,49385,0.0,"[['Family', 'Animation']]",0,0
Needle,2010-06-04,R,tt1545315,49347,90.0,"[['Horror', 'Thriller', 'Mystery']]",3500000,0
The Brazen Bull,2010-11-09,NC-17,tt1415284,49346,85.0,"[['Horror', 'Action', 'Thriller']]",1000000,0
Locked Down,2010-11-09,R,tt1597033,49261,99.0,"[['Action', 'Drama', 'Thriller']]",0,0
The Trial,2010-09-10,PG-13,tt1264115,49057,0.0,"[['Comedy', 'Drama', 'Romance']]",0,0
Beneath the Dark,2010-11-05,R,tt1422800,49004,102.0,"[['Drama', 'Thriller']]",0,0
The Search for Santa Paws,2010-10-12,G,tt1544572,48844,89.0,"[['Family', 'Adventure']]",0,0
Kill Katie Malone,2010-10-10,R,tt1523485,48836,88.0,"[['Thriller', 'Horror']]",3000000,0
Night Catches Us,2010-12-03,R,tt0775543,48833,90.0,"[['Drama', 'Romance']]",0,0
Deep Gold,2011-04-22,PG-13,tt0929742,48751,0.0,"[['Action', 'Thriller']]",0,0
Fur of Flying,2010-09-24,G,tt1714841,48741,3.0,"[['Animation', 'Comedy']]",0,0
Coyote Falls,2010-07-30,G,tt1675852,48740,3.0,"[['Animation', 'Comedy']]",0,0
Scared Shrekless,2010-10-28,PG,tt1725156,48466,21.0,"[['Animation', 'Comedy']]",0,0
Sound of Noise,2010-12-25,R,tt1278449,48392,102.0,[['Comedy']],4466000,0
Severe Clear,2010-03-12,R,tt0494826,48376,93.0,"[['Comedy', 'Documentary']]",0,0
Journey to Promethea,2010-01-01,PG-13,tt1460639,48255,83.0,"[['Action', 'Fantasy', 'Science Fiction']]",0,0
The Boy Who Cried Werewolf,2010-10-22,G,tt1451423,48186,97.0,"[['Family', 'Fantasy', 'Horror', 'TV Movie']]",0,0
The Maze,2010-10-19,R,tt1675758,48016,90.0,"[['Horror', 'Thriller']]",200,0
13Hrs,2010-08-28,R,tt1411232,48015,81.0,"[['Horror', 'Action']]",0,0
Nine Days That Changed The World,2010-06-01,PG,tt1737632,47994,0.0,[[]],200,0
Meskada,2010-10-03,PG-13,tt1461249,47902,98.0,"[['Crime', 'Drama', 'Mystery', 'Thriller']]",0,0
King of the Avenue,2010-09-17,R,tt0770778,47853,83.0,"[['Action', 'Adventure', 'Thriller']]",0,0
Person of Interest,2010-10-02,PG-13,tt1208716,47640,71.0,"[['Crime', 'Drama', 'Mystery']]",0,0
Legend of the BoneKnapper Dragon,2010-10-14,PG,tt1744776,47626,16.0,"[['TV Movie', 'Animation', 'Fantasy', 'Family']]",0,0
The First Grader,2010-09-04,PG-13,tt0790663,47559,103.0,"[['Romance', 'Drama']]",0,0
I Want Your Money,2010-07-06,PG,tt1560957,47546,92.0,[['Documentary']],0,0
The Tortured,2010-06-15,R,tt1017464,47518,79.0,[['Horror']],8500000,0
Milf,2010-10-17,R,tt1730704,47407,88.0,[['Comedy']],500000,0
YellowBrickRoad,2010-01-23,R,tt1398428,47386,99.0,"[['Horror', 'Thriller']]",500000,0
Cherry,2010-10-08,R,tt1315350,47320,99.0,"[['Comedy', 'Drama', 'Romance']]",0,0
Queen of the Lot,2013-11-20,R,tt1342122,47058,0.0,"[['Comedy', 'Drama']]",0,0
Cool It,2010-11-08,PG,tt1694015,47055,87.0,[['Documentary']],0,0
Tucker and Dale vs. Evil,2010-01-22,R,tt1465522,46838,89.0,"[['Comedy', 'Horror']]",5000000,0
Lost Boys: The Thirst,2010-05-12,R,tt1400526,46812,81.0,"[['Action', 'Adventure', 'Comedy', 'Horror']]",4400000,0
DC Showcase: Green Arrow,2010-09-28,PG-13,tt1663633,46718,11.0,"[['Animation', 'Adventure', 'Action']]",0,0
Hunt to Kill,2010-10-11,R,tt1563719,46713,98.0,"[['Action', 'Adventure', 'Thriller']]",2300000,0
I Love You Too,2010-05-06,R,tt1376709,46660,107.0,"[['Comedy', 'Drama', 'Romance']]",6,0
The Last Rites of Ransom Pride,2010-06-17,R,tt1268970,46562,83.0,"[['Action', 'Drama', 'Western']]",0,0
Game of Death,2011-02-15,R,tt1446072,46541,98.0,"[['Adventure', 'Action', 'Thriller']]",13000000,0
All Good Things,2010-12-03,R,tt1175709,46503,101.0,"[['Drama', 'Mystery', 'Thriller', 'Crime', 'Romance']]",0,0
All American Orgy,2010-08-10,R,tt1328909,46451,98.0,[['Comedy']],0,0
Mirrors 2,2010-10-18,R,tt1576699,46441,86.0,"[['Horror', 'Mystery', 'Thriller']]",0,0
Gallowwalkers,2012-10-27,R,tt0829176,46429,90.0,"[['Action', 'Horror']]",17000000,0
The Lion of Judah,2011-06-03,PG,tt1212022,46256,87.0,"[['Adventure', 'Animation', 'Comedy', 'Family']]",15000000,0
My Girlfriend's Boyfriend,2010-04-22,PG,tt1447793,46198,84.0,[['Comedy']],1400000,0
FRED: The Movie,2010-09-18,PG,tt1595842,45839,83.0,"[['Comedy', 'Family', 'TV Movie']]",4000000,0
Camp Hell,2010-08-13,R,tt1047449,45778,99.0,"[['Horror', 'Thriller']]",3000000,0
Sintel,2010-09-30,PG,tt1727587,45745,14.0,"[['Animation', 'Fantasy']]",450000,0
Adventures of a Teenage Dragonslayer,2010-04-16,PG,tt1373149,45725,88.0,"[['Adventure', 'Comedy', 'Family']]",3250000,0
Space Chimps 2: Zartog Strikes Back,2010-05-26,PG,tt1537481,45662,76.0,"[['Animation', 'Family']]",0,0
Red Hill,2010-11-05,R,tt1530983,45569,97.0,"[['Action', 'Thriller', 'Western']]",0,0
Legacy,2010-10-15,PG-13,tt1436034,45568,93.0,"[['Drama', 'Thriller']]",0,0
The Final Storm,2010-01-01,R,tt1331329,45527,92.0,"[['Action', 'Mystery', 'Thriller', 'Horror']]",0,0
"Life, Above All",2010-05-19,PG-13,tt1646111,45244,100.0,[['Drama']],0,0
Superman/Batman: Apocalypse,2010-09-28,PG-13,tt1673430,45162,78.0,"[['Action', 'Adventure', 'Animation', 'Family', 'Science Fiction']]",3500000,0
There Be Dragons,2011-03-25,PG-13,tt1316616,45054,112.0,"[['Drama', 'War']]",0,0
1 a Minute,2010-10-06,PG,tt1489877,45034,90.0,[['Documentary']],0,0
Holy Rollers,2010-05-21,R,tt1143896,45022,89.0,"[['Crime', 'Drama']]",0,0
Acts of Violence,2010-05-01,R,tt0902247,45015,0.0,"[['Action', 'Drama', 'Crime', 'Thriller']]",0,0
Burning Palms,2010-04-23,R,tt1283887,45013,112.0,"[['Comedy', 'Drama', 'Family']]",5800000,0
IMAX Hubble,2010-03-19,G,tt1433813,44992,44.0,[['Documentary']],0,0
The Freebie,2010-09-17,R,tt1474889,44966,78.0,"[['Drama', 'Comedy']]",0,0
Beneath the Blue,2010-11-16,G,tt1222698,44951,92.0,[['Drama']],2500000,0
A Horrible Way to Die,2010-09-14,R,tt1617620,44950,87.0,"[['Horror', 'Thriller', 'Drama']]",0,0
Knucklehead,2010-10-22,PG-13,tt1524131,44946,100.0,"[['Drama', 'Comedy']]",0,0
Secrets of the Mountain,2010-04-16,PG,tt1516373,44939,120.0,[['Family']],0,0
Barbie: A Fashion Fairytale,2010-09-14,G,tt1725929,44874,79.0,"[['Family', 'Animation']]",0,0
Once Fallen,2010-11-02,R,tt1087524,44862,89.0,"[['Drama', 'Action', 'Crime']]",0,0
The 7 Adventures of Sinbad,2010-01-01,PG-13,tt1636629,44773,93.0,"[['Adventure', 'Action', 'Fantasy']]",0,0
The Wrath of Cain,2010-11-16,R,tt1465519,44752,84.0,[['Action']],0,0
Beatdown,2010-08-31,R,tt1568323,44745,89.0,"[['Adventure', 'Action', 'Thriller']]",1000000,0
The Lost Skeleton Returns Again,2010-08-17,PG,tt1199494,44687,93.0,"[['Comedy', 'Horror']]",600,0
Tinker Bell and the Great Fairy Rescue,2010-08-13,G,tt1216515,44683,76.0,"[['Animation', 'Adventure', 'Family', 'Fantasy']]",0,0
Altitude,2010-10-10,R,tt1407049,44678,90.0,"[['Horror', 'Action', 'Thriller', 'Science Fiction']]",0,0
Rock Slyde,2010-05-01,PG-13,tt1258154,44647,86.0,[['Comedy']],0,0
Barry Munday,2010-03-13,R,tt0482461,44594,95.0,"[['Comedy', 'Drama', 'Romance']]",0,0
Camp Rock 2: The Final Jam,2010-09-17,PG,tt1252380,44244,104.0,"[['Comedy', 'Music', 'TV Movie']]",0,0
Four Stories of St. Julian,2010-08-24,R,tt1059790,44222,86.0,"[['Crime', 'Thriller']]",0,0
Group Sex,2010-08-24,R,tt1193096,44221,92.0,"[['Comedy', 'Romance']]",0,0
The Chosen One,2010-09-03,PG-13,tt0970926,44219,101.0,"[['Drama', 'Comedy']]",0,0
Lake Placid 3,2010-08-21,R,tt1499249,44037,93.0,"[['Horror', 'Action', 'Science Fiction', 'Thriller']]",2500000,0
Bending The Rules,2012-03-09,PG-13,tt1715320,44032,83.0,"[['Action', 'Drama']]",0,0
The Victim,2011-06-06,R,tt1684564,44008,84.0,"[['Thriller', 'Action', 'Horror']]",0,0
I'm Still Here,2010-09-10,R,tt1356864,43939,107.0,"[['Music', 'Comedy', 'Drama']]",0,0
The Tillman Story,2010-08-22,R,tt1568334,43924,94.0,[['Documentary']],0,0
Legendary,2010-09-09,PG-13,tt1563704,43922,107.0,[['Drama']],0,0
Something Like A Business,2010-06-15,R,tt1103255,43814,80.0,[['Comedy']],0,0
Big Money Rustlas,2010-08-14,R,tt1380784,43700,95.0,"[['Action', 'Comedy', 'Western']]",1500000,0
Abandoned,2010-08-24,PG-13,tt1470171,43642,93.0,"[['Drama', 'Mystery', 'Thriller']]",0,0
Superman/Shazam!: The Return of Black Adam,2010-11-09,PG,tt1701223,43641,25.0,"[['Animation', 'Action', 'Science Fiction', 'Fantasy']]",0,0
The Experiment,2010-07-15,R,tt0997152,43549,96.0,"[['Thriller', 'Drama']]",21800000,0
Beneath Hill 60,2010-04-15,R,tt1418646,43418,122.0,"[['Drama', 'History', 'War']]",7347125,0
Olivia: Olivia Takes Ballet,2010-03-02,G,tt1488894,43305,88.0,"[['Animation', 'Family']]",0,0
What if...,2010-08-20,PG,tt1468387,42950,111.0,"[['Drama', 'Comedy', 'Romance', 'Family', 'Fantasy']]",0,0
Arthur 3: la guerre des deux mondes,2010-08-22,G,tt0940656,42949,101.0,"[['Animation', 'Adventure', 'Fantasy', 'Family']]",70200000,0
30 Days of Night: Dark Days,2010-10-04,R,tt1320304,42941,92.0,"[['Horror', 'Thriller']]",0,0
Fading of the Cries,2011-07-08,R,tt1262406,42916,90.0,"[['Horror', 'Mystery', 'Fantasy', 'Action']]",450000,0
The Invocation,2010-09-01,PG,tt1403184,42704,90.0,[['Documentary']],0,0
Steve Byrne: The Byrne Identity,2010-07-25,PG-13,tt1700843,42334,73.0,[['Comedy']],0,0
Road Train,2010-05-28,R,tt1241330,42307,90.0,"[['Horror', 'Thriller', 'Science Fiction']]",0,0
Don't You Forget About Me,2010-07-13,R,tt1331095,42273,74.0,[['Documentary']],0,0
DC Showcase: Jonah Hex,2010-07-27,PG-13,tt1606600,41988,12.0,"[['Animation', 'Action', 'Western']]",0,0
Red White & Blue,2010-10-08,R,tt1465505,41827,102.0,"[['Drama', 'Thriller']]",0,0
Enemies Among Us,2010-05-12,R,tt1462044,41728,89.0,"[['Action', 'Thriller']]",100000,0
Paul Mooney: It's the End of the World,2010-02-16,R,tt1563677,41447,60.0,[['Comedy']],0,0
Airline Disaster,2010-06-29,R,tt1610528,41409,89.0,"[['Action', 'Adventure', 'Thriller']]",0,0
Joan Rivers: A Piece of Work,2010-01-25,R,tt1568150,41397,84.0,[['Documentary']],0,0
Lottery Ticket,2010-08-20,PG-13,tt0979434,41382,99.0,[['Comedy']],0,0
#1 Cheerleader Camp,2010-07-27,R,tt1637976,41371,95.0,[['Comedy']],0,0
I Am,2010-10-01,PG,tt1497617,41251,89.0,"[['Documentary', 'Drama']]",0,0
I Am Comic,2010-01-10,R,tt1568926,41156,87.0,"[['Documentary', 'Comedy']]",0,0
Operation: Endgame,2010-07-20,R,tt1268987,41135,82.0,"[['Adventure', 'Action', 'Comedy', 'Thriller']]",0,0
2Everything2Terrible2: Tokyo Drift,2010-08-03,R,tt3853700,41130,68.0,[['Comedy']],0,0
Caught in the Crossfire,2010-07-13,R,tt1449379,41042,85.0,"[['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']]",1000000,0
